t_ms,raw,avg,var,maxminusmin,lastminusfirst,label
181305,75432,75545,19836,367,-215, NO_EVENT
181330,75368,75472,45497,618,95, NO_EVENT
181355,75312,75471,29501,486,-56, NO_EVENT
181380,75204,75351,118949,1057,-108, NO_EVENT
181405,75473,75406,3284,174,165, NO_EVENT
181430,75172,75451,69859,829,-301, NO_EVENT
181455,75125,75454,38624,593,-47, NO_EVENT
181480,75245,75256,15671,362,120, NO_EVENT
181505,75043,75039,19167,392,-153, NO_EVENT
181530,74636,74860,24714,445,-407, NO_EVENT
181555,74458,74762,36275,688,-178, NO_EVENT
181580,74286,74534,45618,545,-172, NO_EVENT
181605,74481,74579,18448,379,-83, NO_EVENT
181630,74477,74498,28544,484,-128, NO_EVENT
181655,74278,74327,21820,419,-199, NO_EVENT
181680,74334,74179,14454,374,56, NO_EVENT
181705,74201,74188,12013,325,-133, NO_EVENT
181730,74145,74123,10733,274,-56, NO_EVENT
181755,73883,74086,20313,424,-287, NO_EVENT
181780,74078,74041,14513,402,195, NO_EVENT
181805,73952,74031,18809,450,-126, NO_EVENT
181830,74252,74034,19181,409,300, NO_EVENT
181855,73953,73963,28560,474,-299, NO_EVENT
181880,73899,73900,17008,383,158, NO_EVENT
181905,73779,73936,14580,379,-147, NO_EVENT
181930,73908,73824,19490,451,129, NO_EVENT
181955,73826,73935,3326,187,-82, NO_EVENT
181980,73845,73899,5538,204,19, NO_EVENT
182005,73777,73871,26527,486,-68, NO_EVENT
182030,73822,73859,14057,356,45, NO_EVENT
182055,73835,73887,24723,488,27, NO_EVENT
182080,73791,73858,5005,197,-14, NO_EVENT
182105,73815,73881,9604,269,24, NO_EVENT
182130,73730,73857,7669,299,-85, NO_EVENT
182155,73741,73821,12138,337,11, NO_EVENT
182180,73868,73894,19205,392,127, NO_EVENT
182205,73771,73846,15492,389,-11, NO_EVENT
182230,73974,73928,9879,306,22, NO_EVENT
182255,73716,73915,22896,491,-258, NO_EVENT
182280,73856,73921,16550,398,140, NO_EVENT
182305,73979,73941,15593,350,123, NO_EVENT
182330,74002,74066,7612,220,23, NO_EVENT
182355,74415,74252,13591,328,328, NO_EVENT
182380,74297,74371,39052,607,-215, NO_EVENT
182405,74569,74629,36319,567,272, NO_EVENT
182430,74852,74776,27530,464,283, NO_EVENT
182455,74688,74806,58948,796,-164, NO_EVENT
182480,75221,75053,48009,608,186, NO_EVENT
182505,75446,75144,32509,591,225, NO_EVENT
182530,75164,75158,28476,582,-282, NO_EVENT
182555,75714,75559,51219,675,550, NO_EVENT
182580,75306,75543,44377,592,-352, NO_EVENT
182605,75513,75481,49254,766,207, NO_EVENT
182630,75271,75348,16921,330,-242, NO_EVENT
182655,75231,75296,25718,550,-40, NO_EVENT
182680,75073,75308,37958,510,-395, NO_EVENT
182705,75015,75206,26617,466,-58, NO_EVENT
182730,75319,75246,53004,702,304, NO_EVENT
182755,75478,75148,43272,587,159, NO_EVENT
182780,75266,75017,55396,562,70, NO_EVENT
182805,75235,74985,42838,556,-31, NO_EVENT
182830,74874,74973,38062,484,-361, NO_EVENT
182855,74934,74829,33812,556,60, NO_EVENT
182880,74741,74478,36703,511,511, NO_EVENT
182905,74525,74521,30920,542,-216, NO_EVENT
182930,74351,74547,47275,695,-174, NO_EVENT
182955,74525,74560,37186,522,174, NO_EVENT
182980,74550,74496,28363,528,25, NO_EVENT
183005,74329,74536,66303,777,-67, NO_EVENT
183030,74920,74620,23823,591,591, NO_EVENT
183055,74972,74801,33689,569,52, NO_EVENT
183080,74984,74977,6957,254,12, NO_EVENT
183105,75730,75527,9817,304,230, NO_EVENT
183130,77492,76557,361477,1822,1762, NO_EVENT
183155,78843,78314,394643,1725,1351, NO_EVENT
183180,82297,80917,271672,1879,1879, NO_EVENT
183205,84779,82967,763641,2534,2482, NO_EVENT
183230,219747,126121,129493268,134968,134968, TOUCHED
183255,219938,219561,52651,610,191, TOUCHED
183280,220000,219782,25550,370,62, TOUCHED
183305,220221,219847,49592,595,221, TOUCHED
183330,220118,219612,314193,1146,-103, TOUCHED
183355,84368,99962,73226978,135750,-135750, UNTOUCHED
183380,84598,84416,305652,1496,230, NO_EVENT
183405,82360,82982,287414,2238,-2238, NO_EVENT
183430,81852,82330,31975,733,-609, NO_EVENT
183455,81222,81491,241022,1531,-630, NO_EVENT
183480,81202,81234,168966,1282,-20, NO_EVENT
183505,80550,80678,130563,973,131, NO_EVENT
183530,80129,80291,234831,1319,-421, NO_EVENT
183555,79772,79671,304944,1593,-357, NO_EVENT
183580,80159,79694,350880,1699,387, NO_EVENT
183605,78245,79471,564027,2201,-1914, NO_EVENT
183630,78346,78289,41968,642,83, NO_EVENT
183655,79238,78884,135147,975,892, NO_EVENT
183680,79405,79228,144168,1035,-342, NO_EVENT
183705,78883,78674,129500,1285,-522, NO_EVENT
183730,79902,79757,82785,802,432, NO_EVENT
183755,82122,81517,439618,2220,2220, NO_EVENT
183780,220134,96282,133990299,138012,138012, TOUCHED
183805,221405,220520,148982,1271,1271, TOUCHED
183830,220765,220824,234606,1018,-640, TOUCHED
183855,85010,112926,100290435,136211,-135755, UNTOUCHED
183880,82365,83541,968001,2645,-2645, NO_EVENT
183905,81725,81919,55262,753,-640, NO_EVENT
183930,80626,80845,85185,1211,-1099, NO_EVENT
183955,78324,79467,430033,2302,-2302, NO_EVENT
183980,77514,79076,279622,2428,-810, NO_EVENT
184005,78891,78190,260961,1377,1377, NO_EVENT
184030,79248,78827,192041,1168,357, NO_EVENT
184055,78110,78030,343927,1790,-1138, NO_EVENT
184080,77524,78036,120521,1058,-586, NO_EVENT
184105,78061,77864,197622,1134,537, NO_EVENT
184130,77268,77893,204261,1461,-793, NO_EVENT
184155,76977,77434,107666,1019,-291, NO_EVENT
184180,77000,77309,118864,1074,134, NO_EVENT
184205,77121,77197,44691,523,121, NO_EVENT
184230,76588,77200,65684,844,-533, NO_EVENT
184255,78867,77577,316569,2279,2279, NO_EVENT
184280,78088,78353,306526,1647,-779, NO_EVENT
184305,81874,80475,788173,2974,2974, NO_EVENT
184330,154246,119828,80801920,72372,72372, TOUCHED
184355,220658,221091,8314,474,-429, TOUCHED
184380,86236,177305,50753356,134422,-134422, UNTOUCHED
184405,82103,83724,1627358,4133,-4133, NO_EVENT
184430,80425,81280,256361,1719,-1005, NO_EVENT
184455,79427,79727,661230,2210,-998, NO_EVENT
184480,77601,77764,284351,2272,-1826, NO_EVENT
184505,76000,76621,290846,1601,-1601, NO_EVENT
184530,75778,76084,38727,521,-521, NO_EVENT
184555,76208,75838,31409,592,430, NO_EVENT
184580,76757,76499,23796,549,549, NO_EVENT
184605,76168,76356,66575,755,-524, NO_EVENT
184630,75930,76383,32192,689,-238, NO_EVENT
184655,75590,75866,181694,1245,-340, NO_EVENT
184680,75295,75572,76162,831,-781, NO_EVENT
184705,75009,75130,59699,707,-286, NO_EVENT
184730,75417,75336,29397,575,408, NO_EVENT
184755,75407,75429,17040,433,-10, NO_EVENT
184780,75977,75766,35681,513,377, NO_EVENT
184805,77792,76856,334693,1815,1815, NO_EVENT
184830,82027,79714,2006634,4235,4235, NO_EVENT
184855,154694,111984,14114577,72667,72667, TOUCHED
184880,218174,210894,87219684,64185,63480, TOUCHED
184905,98731,129018,107665758,83755,-83755, TOUCHED
184930,90136,94147,9386010,8595,-8595, UNTOUCHED
184955,83506,84954,2373099,4326,-4326, NO_EVENT
184980,80669,81594,603797,2053,-1961, NO_EVENT
185005,76639,78582,1786134,4030,-4030, NO_EVENT
185030,75407,75947,232658,1280,-1280, NO_EVENT
185055,74563,74957,72471,844,-844, NO_EVENT
185080,74417,74497,24849,418,-146, NO_EVENT
185105,74668,74575,69305,703,251, NO_EVENT
185130,75113,74831,46641,660,660, NO_EVENT
185155,76470,75770,190440,1357,1357, NO_EVENT
185180,77475,77229,267803,1646,1005, NO_EVENT
185205,77467,78300,624331,2160,146, NO_EVENT
185230,77000,78085,611922,2013,-467, NO_EVENT
185255,75188,75904,387182,1812,-1812, NO_EVENT
185280,74477,74788,48413,553,-536, NO_EVENT
185305,74145,74424,58396,752,-332, NO_EVENT
185330,74723,74402,10805,578,578, NO_EVENT
185355,74734,74576,23504,374,11, NO_EVENT
185380,75597,75154,99554,992,992, NO_EVENT
185405,81577,78436,2396702,5980,5980, NO_EVENT
185430,171474,107588,41547292,89897,89897, TOUCHED
185455,220246,210777,42650914,49322,48772, TOUCHED
185480,107994,202416,83073213,112981,-112252, TOUCHED
185505,84825,90022,54732221,23398,-23169, UNTOUCHED
185530,81449,82173,1024088,3703,-3376, NO_EVENT
185555,77941,79285,984967,3508,-3508, NO_EVENT
185580,76085,76739,390830,1901,-1856, NO_EVENT
185605,75478,75706,52564,647,-460, NO_EVENT
185630,74979,75215,66747,740,-499, NO_EVENT
185655,75028,75150,21050,342,49, NO_EVENT
185680,75224,75249,21450,465,196, NO_EVENT
185705,75455,75765,118989,1023,-417, NO_EVENT
185730,75695,75691,109747,978,240, NO_EVENT
185755,76398,76052,78988,708,703, NO_EVENT
185780,77083,76763,68824,815,205, NO_EVENT
185805,80110,77935,579039,3027,3027, NO_EVENT
185830,78626,79143,589027,2207,-1484, NO_EVENT
185855,79626,79818,383840,2137,1000, NO_EVENT
185880,80828,80481,99132,802,581, NO_EVENT
185905,81520,81240,75736,732,692, NO_EVENT
185930,82067,81953,78348,721,547, NO_EVENT
185955,84913,83417,542560,2445,2445, NO_EVENT
185980,89029,86699,4350872,4641,4116, NO_EVENT
186005,221260,214274,141202165,132231,132231, TOUCHED
186030,220777,220235,270487,1041,1041, TOUCHED
186055,221895,221356,267894,1036,1036, TOUCHED
186080,87964,133683,160667764,132198,-132198, UNTOUCHED
186105,84052,85022,1865316,4175,-3912, NO_EVENT
186130,83019,83965,233662,1505,-1033, NO_EVENT
186155,82223,82437,17491,340,-289, NO_EVENT
186180,81971,81981,70633,718,-252, NO_EVENT
186205,80874,81384,105097,1097,-1097, NO_EVENT
186230,80395,80739,513804,1895,-479, NO_EVENT
186255,79652,80264,150090,1014,-743, NO_EVENT
186280,79541,80210,247603,1442,-111, NO_EVENT
186305,79932,79545,371427,1642,-545, NO_EVENT
186330,80572,79744,230530,1572,640, NO_EVENT
186355,80008,78946,284823,1623,1171, NO_EVENT
186380,79818,79648,155201,1105,-190, NO_EVENT
186405,79915,79489,416714,1986,97, NO_EVENT
186430,80946,80195,184458,1090,1031, NO_EVENT
186455,81497,80953,132894,1072,551, NO_EVENT
186480,82335,81900,103539,939,901, NO_EVENT
186505,87929,83846,1997919,5594,5594, NO_EVENT
186530,220307,161707,34378331,132378,132378, TOUCHED
186555,213521,208799,91426058,21146,-6786, TOUCHED
186580,220183,218577,12203031,7759,6662, TOUCHED
186605,92181,152078,104527093,128002,-128002, UNTOUCHED
186630,84980,86719,7317017,7990,-7201, NO_EVENT
186655,82246,83122,683900,2734,-2734, NO_EVENT
186680,80428,81436,264655,1818,-1818, NO_EVENT
186705,79811,80492,73182,1024,-617, NO_EVENT
186730,80309,79507,152533,1190,498, NO_EVENT
186755,79425,79302,465404,2012,-1116, NO_EVENT
186780,78364,78471,316174,1436,-1061, NO_EVENT
186805,78256,78401,205323,1274,-491, NO_EVENT
186830,77794,78278,85727,905,-462, NO_EVENT
186855,76958,77272,139844,1098,-136, NO_EVENT
186880,76500,76831,115450,987,-458, NO_EVENT
186905,76492,76657,87195,856,-8, NO_EVENT
186930,75924,76260,91516,936,-57, NO_EVENT
186955,76255,76083,15474,360,331, NO_EVENT
186980,76192,76322,42288,599,-63, NO_EVENT
187005,78052,76846,351801,2001,2001, NO_EVENT
187030,78302,77648,109148,1128,250, NO_EVENT
187055,81494,80170,1018928,3192,3192, NO_EVENT
187080,163422,111820,123615828,81928,81928, TOUCHED
187105,220734,211705,100471331,57606,57312, TOUCHED
187130,104634,189555,99005733,116139,-116100, TOUCHED
187155,83274,86036,7416292,7557,-7557, UNTOUCHED
187180,82103,82478,211232,1199,-1171, NO_EVENT
187205,80237,81264,267471,1866,-1866, NO_EVENT
187230,80037,80404,124337,900,-200, NO_EVENT
187255,79738,79858,294873,1679,-299, NO_EVENT
187280,79773,79374,175084,1070,35, NO_EVENT
187305,78632,78951,217739,1598,-1103, NO_EVENT
187330,77736,78319,254785,1460,-896, NO_EVENT
187355,77607,77300,252030,1598,245, NO_EVENT
187380,76451,76708,124924,1206,-1156, NO_EVENT
187405,75629,76107,120044,959,-822, NO_EVENT
187430,75542,75804,127224,1018,-758, NO_EVENT
187455,75482,75412,107687,977,-60, NO_EVENT
187480,74602,75099,75416,894,-880, NO_EVENT
187505,74452,74819,67567,752,-150, NO_EVENT
187530,74298,74680,25794,589,-589, NO_EVENT
187555,74960,74733,66621,941,662, NO_EVENT
187580,74694,74743,23406,424,-266, NO_EVENT
187605,75034,75025,33108,558,340, NO_EVENT
187630,76862,76325,447847,1970,1391, NO_EVENT
187655,81337,79939,1766718,4475,4475, NO_EVENT
187680,220803,109743,136627079,138878,138878, TOUCHED
187705,220783,221038,51839,474,-20, TOUCHED
187730,85503,128970,147925269,135280,-135280, UNTOUCHED
187755,82687,83863,855574,2816,-2816, NO_EVENT
187780,80558,81459,482868,1791,-1469, NO_EVENT
187805,77712,79689,1227911,3007,-2846, NO_EVENT
187830,76239,77043,248693,1656,-1473, NO_EVENT
187855,75080,75578,135709,1159,-1159, NO_EVENT
187880,74292,74861,87550,888,-788, NO_EVENT
187905,74347,74542,20173,443,-219, NO_EVENT
187930,74291,74320,33027,541,-56, NO_EVENT
187955,74187,74355,74317,754,-104, NO_EVENT
187980,74494,74235,16526,433,307, NO_EVENT
188005,74284,74327,42110,598,-210, NO_EVENT
188030,74196,74441,22893,490,-125, NO_EVENT
188055,74268,74547,27252,560,72, NO_EVENT
188080,74448,74565,23363,583,180, NO_EVENT
188105,74821,74889,66443,809,373, NO_EVENT
188130,74710,74889,34485,494,-111, NO_EVENT
188155,74793,74841,43825,553,-268, NO_EVENT
188180,74449,74771,34970,606,-344, NO_EVENT
188205,74828,74700,16610,467,379, NO_EVENT
188230,74245,74583,53832,608,-583, NO_EVENT
188255,74503,74527,31859,556,-105, NO_EVENT
188280,74958,74879,112088,863,455, NO_EVENT
188305,78282,76638,844723,3324,3324, NO_EVENT
188330,108943,82382,32070197,30661,30661, TOUCHED
188355,221206,167187,39120555,112263,112263, TOUCHED
188380,149674,206788,128336667,71532,-71532, TOUCHED
188405,84609,91268,79775158,22422,-21977, UNTOUCHED
188430,81133,82114,520556,2060,-2060, NO_EVENT
188455,77336,79391,1501396,3797,-3797, NO_EVENT
188480,75887,77003,360596,2058,-1449, NO_EVENT
188505,75323,75594,87860,841,-564, NO_EVENT
188530,74860,75148,23104,454,-301, NO_EVENT
188555,75037,74907,30949,553,101, NO_EVENT
188580,74677,74841,69031,751,-360, NO_EVENT
188605,74656,74682,30772,554,-21, NO_EVENT
188630,74377,74450,34213,531,-279, NO_EVENT
188655,74477,74510,30877,497,219, NO_EVENT
188680,74305,74539,89172,897,-172, NO_EVENT
188705,74215,74346,13313,311,-90, NO_EVENT
188730,74609,74576,29835,578,394, NO_EVENT
188755,74524,74495,30719,430,-85, NO_EVENT
188780,74359,74512,67446,804,-179, NO_EVENT
188805,74258,74479,20839,438,-101, NO_EVENT
188830,74271,74464,21087,489,13, NO_EVENT
188855,74340,74338,5110,198,69, NO_EVENT
188880,74139,74204,17432,363,-201, NO_EVENT
188905,74055,74354,28348,564,-305, NO_EVENT
188930,74222,74215,8108,296,167, NO_EVENT
188955,74080,74133,40812,604,-142, NO_EVENT
188980,74006,74018,14320,395,-74, NO_EVENT
189005,73965,74023,18121,393,-41, NO_EVENT
189030,74066,73970,19661,473,115, NO_EVENT
189055,74017,74118,11481,350,-104, NO_EVENT
189080,73847,73996,8919,349,-170, NO_EVENT
189105,73821,73853,22126,462,-26, NO_EVENT
189130,73758,73922,9872,279,-63, NO_EVENT
189155,73840,73929,11995,357,82, NO_EVENT
189180,73899,73877,2244,134,62, NO_EVENT
189205,73761,73876,26931,494,-63, NO_EVENT
189230,73669,73791,9961,253,-92, NO_EVENT
189255,73943,73842,20711,445,274, NO_EVENT
189280,73751,73803,13193,354,-192, NO_EVENT
189305,73907,73769,11000,308,156, NO_EVENT
189330,73801,73857,12884,385,-106, NO_EVENT
189355,73718,73804,15334,339,39, NO_EVENT
189380,73751,73811,5820,207,-178, NO_EVENT
189405,73823,73832,14307,349,72, NO_EVENT
189430,73781,73838,10021,328,-42, NO_EVENT
189455,73768,73776,9814,308,-13, NO_EVENT
189480,73689,73806,17892,370,-79, NO_EVENT
189505,73646,73729,8187,236,-202, NO_EVENT
189530,73681,73740,5154,208,-102, NO_EVENT
189555,73755,73749,4943,195,74, NO_EVENT
189580,73854,73735,4208,198,99, NO_EVENT
189605,73719,73740,17974,428,-135, NO_EVENT
189630,73696,73766,18586,424,-23, NO_EVENT
189655,73728,73796,3803,190,32, NO_EVENT
189680,73660,73811,27756,518,-137, NO_EVENT
189705,73728,73736,7859,274,3, NO_EVENT
189730,73686,73740,16978,415,-42, NO_EVENT
189755,73755,73757,15788,394,69, NO_EVENT
189780,73683,73814,3803,229,-72, NO_EVENT
189805,73749,73798,6311,252,66, NO_EVENT
189830,73735,73773,9989,302,-14, NO_EVENT
189855,73797,73816,9021,260,94, NO_EVENT
189880,73870,73773,1614,144,111, NO_EVENT
189905,73782,73739,13754,324,-88, NO_EVENT
189930,73773,73794,21759,485,-9, NO_EVENT
189955,73856,73860,21360,450,83, NO_EVENT
189980,73837,73915,8966,259,-19, NO_EVENT
190005,74022,73916,39018,635,144, NO_EVENT
190030,74066,73980,14740,357,316, NO_EVENT
190055,74026,74131,24217,480,-40, NO_EVENT
190080,74352,74233,20550,390,326, NO_EVENT
190105,74538,74564,60416,761,186, NO_EVENT
190130,75195,75068,65976,803,657, NO_EVENT
190155,75475,75361,4678,221,99, NO_EVENT
190180,75334,75558,62059,636,-141, NO_EVENT
190205,76118,75686,89212,880,784, NO_EVENT
190230,76121,76151,28747,454,83, NO_EVENT
190255,76061,76151,91157,914,-60, NO_EVENT
190280,76833,76464,50121,772,772, NO_EVENT
190305,77238,76764,42531,675,672, NO_EVENT
190330,77013,76829,66709,856,-225, NO_EVENT
190355,76625,76609,121564,985,-388, NO_EVENT
190380,76251,76654,45731,794,-410, NO_EVENT
190405,76173,76434,190935,1116,-78, NO_EVENT
190430,75340,75931,75569,833,-833, NO_EVENT
190455,75870,75793,53809,694,-58, NO_EVENT
190480,75887,75784,44097,609,17, NO_EVENT
190505,75710,75657,36526,547,-177, NO_EVENT
190530,76229,76145,99069,1030,29, NO_EVENT
190555,76621,76633,39891,646,392, NO_EVENT
190580,79978,77863,1169292,3357,3357, NO_EVENT
190605,80390,79605,656024,2250,2063, NO_EVENT
190630,81732,80945,168070,1342,1342, NO_EVENT
190655,82987,82307,125331,1255,1255, NO_EVENT
190680,156232,102247,62027901,72286,71534, TOUCHED
190705,186598,180843,151554514,31162,30366, TOUCHED
190730,187878,185270,3952428,4970,1409, TOUCHED
190755,188340,187594,453478,1541,462, TOUCHED
190780,146024,184117,26283789,43728,-42316, TOUCHED
190805,83596,90404,102205054,62428,-62428, UNTOUCHED
190830,82296,82944,486107,1842,-1300, NO_EVENT
190855,81130,81781,164415,1205,-1205, NO_EVENT
190880,79964,80579,370841,1563,-1166, NO_EVENT
190905,78932,80021,180791,1621,-1032, NO_EVENT
190930,78234,78489,412042,1634,-698, NO_EVENT
190955,77236,77722,501430,2021,-998, NO_EVENT
190980,76643,77101,386950,1740,-593, NO_EVENT
191005,76031,76367,153242,1024,51, NO_EVENT
191030,75926,75944,60515,720,-105, NO_EVENT
191055,75805,75904,51612,624,-121, NO_EVENT
191080,75986,75883,123832,895,-404, NO_EVENT
191105,75590,75502,39099,805,-396, NO_EVENT
191130,75768,75653,99373,931,178, NO_EVENT
191155,75980,76097,108969,900,96, NO_EVENT
191180,77281,76806,334625,1689,1301, NO_EVENT
191205,79965,78976,1044436,2684,2684, NO_EVENT
191230,82529,81009,408296,2564,2564, NO_EVENT
191255,177044,107250,166727380,94515,94515, TOUCHED
191280,149628,150997,139171494,48825,-27416, TOUCHED
191305,93807,137480,149937016,68961,-55821, UNTOUCHED
191330,83983,86892,10792292,9824,-9824, NO_EVENT
191355,81790,82314,323197,2193,-2193, NO_EVENT
191380,78734,80239,744659,2384,-2313, NO_EVENT
191405,76510,77818,699446,2224,-2224, NO_EVENT
191430,76183,76584,72984,829,-829, NO_EVENT
191455,75322,75965,79647,1184,-861, NO_EVENT
191480,75100,75384,40450,514,-222, NO_EVENT
191505,75330,75422,87361,800,-450, NO_EVENT
191530,75057,75104,24743,493,-273, NO_EVENT
191555,75103,75095,30154,465,46, NO_EVENT
191580,74882,75069,31009,483,-221, NO_EVENT
191605,75158,74977,58385,731,178, NO_EVENT
191630,74804,75082,61716,607,-354, NO_EVENT
191655,75037,74949,7601,287,233, NO_EVENT
191680,74901,75128,47989,572,-136, NO_EVENT
191705,75557,75481,112199,1044,314, NO_EVENT
191730,76155,75804,50381,598,598, NO_EVENT
191755,76984,76766,198905,1244,829, NO_EVENT
191780,81421,79486,954895,3688,3688, NO_EVENT
191805,85344,83278,2184325,3923,3923, NO_EVENT
191830,174185,162598,10261327,88841,88841, TOUCHED
191855,109944,150565,157780653,64241,-64241, TOUCHED
191880,83065,86769,14032622,10763,-10763, UNTOUCHED
191905,81108,82226,323401,1957,-1957, NO_EVENT
191930,78066,79770,923539,3042,-3042, NO_EVENT
191955,75905,76826,239099,1676,-1676, NO_EVENT
191980,75021,75633,84916,1086,-884, NO_EVENT
192005,74657,74778,127743,1180,-364, NO_EVENT
192030,74351,74383,24287,502,36, NO_EVENT
192055,74108,74296,23431,439,-439, NO_EVENT
192080,74218,74093,10312,302,110, NO_EVENT
192105,74009,74208,34200,521,-209, NO_EVENT
192130,74178,74146,80865,857,169, NO_EVENT
192155,74280,74239,7078,243,102, NO_EVENT
192180,74002,74138,11192,316,-88, NO_EVENT
192205,74190,74273,12982,463,188, NO_EVENT
192230,74222,74192,26488,539,32, NO_EVENT
192255,74470,74424,11576,386,248, NO_EVENT
192280,74559,74520,19678,384,89, NO_EVENT
192305,74914,74714,17767,373,301, NO_EVENT
192330,75201,74924,29994,500,287, NO_EVENT
192355,76642,75762,107705,1441,1441, NO_EVENT
192380,80975,77833,1639947,4333,4333, NO_EVENT
192405,104833,89517,110649723,23858,23858, TOUCHED
192430,183124,174613,83180197,78291,78291, TOUCHED
192455,180488,182613,1813630,3204,-2636, TOUCHED
192480,85725,134023,150981840,94915,-94763, UNTOUCHED
192505,81485,83015,1094224,2802,-2802, NO_EVENT
192530,79480,80398,878391,2732,-2005, NO_EVENT
192555,75676,76883,1398524,3955,-3804, NO_EVENT
192580,75063,75233,70900,646,-613, NO_EVENT
192605,75009,75085,44375,675,0, NO_EVENT
192630,75307,75177,18747,385,298, NO_EVENT
192655,76690,75737,127069,1383,1383, NO_EVENT
192680,77372,76585,234384,1487,682, NO_EVENT
192705,77990,77528,324427,1733,756, NO_EVENT
192730,77738,78891,639258,2174,-252, NO_EVENT
192755,76752,78267,678364,2571,-1614, NO_EVENT
192780,77601,77771,210325,1528,849, NO_EVENT
192805,75486,76438,198105,1468,-1204, NO_EVENT
192830,75063,75302,264229,1419,-423, NO_EVENT
192855,74050,74783,73494,1096,-1013, NO_EVENT
192880,74229,74254,26676,472,179, NO_EVENT
192905,73976,74193,28073,512,-300, NO_EVENT
192930,73838,74033,13691,336,-318, NO_EVENT
192955,74058,74184,13658,457,220, NO_EVENT
192980,74319,74138,32368,536,261, NO_EVENT
193005,74701,74446,37399,535,382, NO_EVENT
193030,77144,75683,725640,2443,2443, NO_EVENT
193055,127545,93610,105560257,50401,50401, TOUCHED
193080,175842,171838,171640279,49261,48297, TOUCHED
193105,172026,175077,4597274,4958,-3816, TOUCHED
193130,119738,144468,112394022,52288,-52288, TOUCHED
193155,82071,93459,36179779,37667,-37667, UNTOUCHED
193180,79438,80642,1008807,2869,-2633, NO_EVENT
193205,75267,76366,778175,2694,-2694, NO_EVENT
193230,74531,74687,139718,1081,-736, NO_EVENT
193255,73919,74243,62813,693,-612, NO_EVENT
193280,74067,74071,37834,584,148, NO_EVENT
193305,73922,74062,36053,580,-555, NO_EVENT
193330,74000,74085,10208,295,78, NO_EVENT
193355,74001,74127,6928,270,1, NO_EVENT
193380,74154,74140,37630,583,153, NO_EVENT
193405,74187,74175,39289,577,33, NO_EVENT
193430,74144,74108,26939,449,129, NO_EVENT
193455,74250,74337,16231,354,-172, NO_EVENT
193480,74513,74583,30913,485,263, NO_EVENT
193505,74618,74590,18531,431,105, NO_EVENT
193530,75345,75077,54961,727,727, NO_EVENT
193555,75983,75700,115885,862,862, NO_EVENT
193580,80156,77574,929763,4173,4173, NO_EVENT
193605,82445,81193,921000,2527,2289, NO_EVENT
193630,173105,122727,142069591,90660,90660, TOUCHED
193655,147810,150737,128019612,34457,-25295, TOUCHED
193680,84601,109151,114422813,63209,-63209, UNTOUCHED
193705,82398,83535,557069,2203,-2203, NO_EVENT
193730,81260,81870,92829,1138,-1138, NO_EVENT
193755,78408,79486,528790,2360,-2360, NO_EVENT
193780,76084,77065,609416,2324,-2324, NO_EVENT
193805,75807,76139,54775,646,-476, NO_EVENT
193830,75234,75544,83834,811,-573, NO_EVENT
193855,75313,75196,7193,281,79, NO_EVENT
193880,74749,75085,49600,686,-564, NO_EVENT
193905,74918,74899,42450,663,104, NO_EVENT
193930,74916,75107,43067,619,-2, NO_EVENT
193955,75457,75323,33258,669,541, NO_EVENT
193980,75647,75586,33156,508,190, NO_EVENT
194005,77199,76348,137045,1345,1345, NO_EVENT
194030,78937,78478,473581,2172,1738, NO_EVENT
194055,82369,80992,412329,2158,2158, NO_EVENT
194080,84081,83210,622027,1793,1712, NO_EVENT
194105,188667,173973,81189722,106034,104586, TOUCHED
194130,189022,188381,232897,1166,355, TOUCHED
194155,189966,189678,117673,944,944, TOUCHED
194180,188895,188585,123021,1672,-1071, TOUCHED
194205,84150,107890,68301277,105372,-104745, UNTOUCHED
194230,82274,82864,350062,1876,-1876, NO_EVENT
194255,80791,81724,255158,1545,-1483, NO_EVENT
194280,80743,80844,233472,1379,361, NO_EVENT
194305,77738,79327,1296959,3005,-3005, NO_EVENT
194330,76603,76597,177349,1745,-1135, NO_EVENT
194355,75939,75883,101507,1154,-664, NO_EVENT
194380,75599,75696,25194,523,-153, NO_EVENT
194405,75200,75498,36781,691,-399, NO_EVENT
194430,75133,75498,107215,971,-67, NO_EVENT
194455,75201,75477,174547,1131,68, NO_EVENT
194480,75645,75823,62583,645,-22, NO_EVENT
194505,76629,76464,147858,1308,984, NO_EVENT
194530,78115,77292,352736,1674,1486, NO_EVENT
194555,79864,79544,501637,2025,1245, NO_EVENT
194580,82187,81229,351687,2323,2323, NO_EVENT
194605,178665,103538,24375963,96478,96478, TOUCHED
194630,153039,160295,138772357,28647,-25626, TOUCHED
194655,110971,140810,34102013,42068,-42068, TOUCHED
194680,83251,89846,72211615,27720,-27720, UNTOUCHED
194705,80981,81801,375744,2270,-2270, NO_EVENT
194730,77586,79410,899594,2893,-2893, NO_EVENT
194755,75095,76107,594056,2572,-2491, NO_EVENT
194780,74665,74763,60871,638,-430, NO_EVENT
194805,74324,74363,13194,363,-153, NO_EVENT
194830,74159,74045,17008,307,272, NO_EVENT
194855,73987,74046,15256,326,-172, NO_EVENT
194880,73770,73935,25067,404,-217, NO_EVENT
194905,73999,74033,29375,492,229, NO_EVENT
194930,73845,73969,14081,342,-154, NO_EVENT
194955,73862,73959,30996,465,-64, NO_EVENT
194980,73966,74024,8062,250,-150, NO_EVENT
195005,73875,74109,47891,581,-91, NO_EVENT
